title,views,date_time,video_link,thumbnail_link
Big Companies vs Startups | Which one should you choose in 2024? | Startups | MNC'S,1K views,7 months ago,/watch?v=gkCKp0BgAy4,https://i.ytimg.com/vi/gkCKp0BgAy4/hqdefault.jpg
Hoare Partition Quick Sort | Lecture - 20 | GeeksforGeeks,3.8K views,7 months ago,/watch?v=NsY5UI0RZfE,https://i.ytimg.com/vi/NsY5UI0RZfE/hqdefault.jpg
GATE vs Placements🧑‍💻| Which one to choose after graduation? 🤔 | GATE | Engineering | GFG,1.5K views,7 months ago,/watch?v=N42PuoXkjgA,https://i.ytimg.com/vi/N42PuoXkjgA/hqdefault.jpg
Futuristic Marvel Technologies that will blow your mind | Marvel | Metaverse | GFG,688 views,7 months ago,/watch?v=1C5qpMkfeNw,https://i.ytimg.com/vi/1C5qpMkfeNw/hqdefault.jpg
Learn Lomuto Partition | Lecture - 19 | GeeksforGeeks,2.5K views,7 months ago,/watch?v=xew1z47P6OM,https://i.ytimg.com/vi/xew1z47P6OM/hqdefault.jpg
What is Dynamic Programming? |  Data Structures & Algorithms | GeeksforGeeks,1.2K views,7 months ago,/watch?v=ad6UqyoZ9Hk,https://i.ytimg.com/vi/ad6UqyoZ9Hk/hqdefault.jpg
Top 7 questions asked in Microsoft interviews😎 | Microsoft | Interview Questions | Career Tips | GFG,3.4K views,7 months ago,/watch?v=nZwVi7Affvc,https://i.ytimg.com/vi/nZwVi7Affvc/hqdefault.jpg
Learn Quick Sort (Naive Partition) in 5 Minutes | Sorting Playlist | Lecture -18 | GeeksforGeeks,1K views,7 months ago,/watch?v=kq3d0P6WxBo,https://i.ytimg.com/vi/kq3d0P6WxBo/hqdefault.jpg
Python vs Java | Which one you should choose in 2024? | Python | Java | Machine Learning | GFG,7.3K views,7 months ago,/watch?v=5IS1qwgUtPQ,https://i.ytimg.com/vi/5IS1qwgUtPQ/hqdefault.jpg
Count Inversion in Array | Lecture 17 | GeeksforGeeks,3.1K views,7 months ago,/watch?v=r0iq9vfZ6bA,https://i.ytimg.com/vi/r0iq9vfZ6bA/hqdefault.jpg
Why so many CEOs are from India? | Decoded | Google | Microsoft | Adobe | GFG,1.2K views,7 months ago,/watch?v=TpeDtIwGJeA,https://i.ytimg.com/vi/TpeDtIwGJeA/hqdefault.jpg
Learn Union Sort in 10 Minutes | Sorting Playlist | GeeksforGeeks,1K views,7 months ago,/watch?v=CfAGM0kQsGU,https://i.ytimg.com/vi/CfAGM0kQsGU/hqdefault.jpg
Intersection of Two Merge Sort Array | Free Tutorial | Lecture - 15 | GeeksforGeeks,757 views,7 months ago,/watch?v=dr5DHXTk7zc,https://i.ytimg.com/vi/dr5DHXTk7zc/hqdefault.jpg
Should you pursue Data Science in 2024? | Complete Roadmap | 50 LPA+ jobs | Data Science | GFG,1.5K views,8 months ago,/watch?v=TY1VeJSRk9I,https://i.ytimg.com/vi/TY1VeJSRk9I/hqdefault.jpg
Learn Merge Sort Analysis with @SandeepJainGfG  | GeeksforGeeks,586 views,8 months ago,/watch?v=Pb0L79nkdK0,https://i.ytimg.com/vi/Pb0L79nkdK0/hqdefault.jpg
Merge Sorting Algorithm with @SandeepJainGfG | Lecture 13 | GeeksforGeeks,1.2K views,8 months ago,/watch?v=ehvHKzU5Pcg,https://i.ytimg.com/vi/ehvHKzU5Pcg/hqdefault.jpg
Upto 50 lpa+ Package 🫨 | From Zero to DevOps Engineer - DevOps Roadmap 2024  | What is Devops? 🤔,1K views,8 months ago,/watch?v=S462Dnvlkz4,https://i.ytimg.com/vi/S462Dnvlkz4/hqdefault.jpg
Learn Merge Function of Merge Sort | Lecture 12 | GeeksforGeeks,757 views,8 months ago,/watch?v=uvabUx1T-Lw,https://i.ytimg.com/vi/uvabUx1T-Lw/hqdefault.jpg
How to Merge two SORTED ARRAYS with @SandeepJainGfG  | GeeksforGeeks,1.2K views,8 months ago,/watch?v=pUw1Id6zNTE,https://i.ytimg.com/vi/pUw1Id6zNTE/hqdefault.jpg
Whooping Salaries of CyberHub Gurgaon Employees and their Office Crushes| StreetStyle |CyberHub |GFG,1.8K views,8 months ago,/watch?v=HWnw7VdeVZ4,https://i.ytimg.com/vi/HWnw7VdeVZ4/hqdefault.jpg
Learn Merge Sort in 2 minutes | Episode - 10 | @SandeepJainGfG | Geeksforgeeks,957 views,8 months ago,/watch?v=EN8VDyLzs2s,https://i.ytimg.com/vi/EN8VDyLzs2s/hqdefault.jpg
Learn INSERTION SORT in 10 minutes | @SandeepJainGfG | Episode- 9 | GeeksforGeeks,1K views,8 months ago,/watch?v=bJ_Q23Wlj_Q,https://i.ytimg.com/vi/bJ_Q23Wlj_Q/hqdefault.jpg
Become Zero to Hero in Digital Marketing😮 | Learn the Why's and How's of Digital Marketing | GFG,964 views,8 months ago,/watch?v=073j2jj7jbg,https://i.ytimg.com/vi/073j2jj7jbg/hqdefault.jpg
Learn Selection Sort Algorithm | @SandeepJainGfG | Episode - 8 |  GeeksforGeeks,2.1K views,8 months ago,/watch?v=WYVKZ4Mla5c,https://i.ytimg.com/vi/WYVKZ4Mla5c/hqdefault.jpg
Learn Bubble Sort in 12 minutes | @SandeepJainGfG | Lecture 7 | GeeksforGeeks,1.5K views,8 months ago,/watch?v=dMonTS71mEY,https://i.ytimg.com/vi/dMonTS71mEY/hqdefault.jpg
Lecture-6 Learn Stability in SORTING - Beginners to Advance | GeeksforGeeks,1.2K views,8 months ago,/watch?v=voH3da1RvbA,https://i.ytimg.com/vi/voH3da1RvbA/hqdefault.jpg
GeeksforGeeks Classroom Program | Delhi/NCR | Pune | Bengaluru | Offline Coding Classes Near You!,2.6M views,8 months ago,/watch?v=-R64PWJPf2k,https://i.ytimg.com/vi/-R64PWJPf2k/hqdefault.jpg
Lecture-5 Mastering Sorting Algorithms with Java: From Collections.sort to Custom Comparators,1.2K views,8 months ago,/watch?v=VSy4TN2jyzE,https://i.ytimg.com/vi/VSy4TN2jyzE/hqdefault.jpg
Lecture-4  Arrays.sort() in Java Explained |  Primitive vs. Non-Primitive | GeeksforGeeks,1.2K views,8 months ago,/watch?v=6mwz4JQ6Z50,https://i.ytimg.com/vi/6mwz4JQ6Z50/hqdefault.jpg
"Lecture-3 Java Sorting Explained: Arrays vs. Collections, Stability, and Algorithms | GeeksforGeeks",1.6K views,8 months ago,/watch?v=mUX5IfNwhjg,https://i.ytimg.com/vi/mUX5IfNwhjg/hqdefault.jpg
Lecture- 2 Mastering Sorting in C++: STL 'sort' Function Explained | GeeksforGeeks,1.7K views,8 months ago,/watch?v=tmESfVUaTog,https://i.ytimg.com/vi/tmESfVUaTog/hqdefault.jpg
7 Game-Changing Productivity Tools You Need to Try! 🚀 | Maximize Your Efficiency | GFG,1.6K views,8 months ago,/watch?v=gH-7ezHeuEo,https://i.ytimg.com/vi/gH-7ezHeuEo/hqdefault.jpg
Lecture -1 Introduction to Sorting Algorithms - Overview & Special Cases| GeeksforGeeks,8K views,9 months ago,/watch?v=cqBW7BgN7Zs,https://i.ytimg.com/vi/cqBW7BgN7Zs/hqdefault.jpg
Get 40LPA+ Jobs - Top MERN Stack Interview Questions 2024 🧑‍💻| MongoDB |ReactJS | ExpressJS |NodeJS,2.7K views,9 months ago,/watch?v=EhjCmg7qiTk,https://i.ytimg.com/vi/EhjCmg7qiTk/hqdefault.jpg
All about Product Management Roles 🧑‍💻  | Skills and Resources Explained |#noncodingjobs #prodman,3.5K views,9 months ago,/watch?v=Jk2g9Drr1rI,https://i.ytimg.com/vi/Jk2g9Drr1rI/hqdefault.jpg
How to Create a Job-Winning Resume: A Complete Guide 🫨 | Resume Making | Career Tips | GFG,1.6K views,9 months ago,/watch?v=ZEGi4IXY2ho,https://i.ytimg.com/vi/ZEGi4IXY2ho/hqdefault.jpg
"Upto 40 LPA Jobs from Personal Branding 💸 | Linkedin, Youtube, Twitter, Freelancing 🚀 | GFG",1.7K views,9 months ago,/watch?v=W15T5GRf238,https://i.ytimg.com/vi/W15T5GRf238/hqdefault.jpg
9 High Paying Jobs AI Can't Replace 💸💡 High Demand Jobs 2024 | Geeks for Geeks,1.9K views,9 months ago,/watch?v=mPNpCXHjdkw,https://i.ytimg.com/vi/mPNpCXHjdkw/hqdefault.jpg
"Upto 20 LPA Jobs For Freshers With These Top 7 Skills | Salary, Scope, Roles & Responsibility etc.",1.6K views,9 months ago,/watch?v=Q6QXk-rrW0M,https://i.ytimg.com/vi/Q6QXk-rrW0M/hqdefault.jpg
10-12 LPA JOBS for Freshers | Applications Closing Soon! Tech + Non Tech Roles | Job Vacancy 2024,3.2K views,9 months ago,/watch?v=G_LoL_bBcQE,https://i.ytimg.com/vi/G_LoL_bBcQE/hqdefault.jpg
BUILD YOUR OWN UI/UX WEBSITE USING React.js | MERN Projects | GeeksforGeeks,6.2K views,9 months ago,/watch?v=uZ9JiGzq3mM,https://i.ytimg.com/vi/uZ9JiGzq3mM/hqdefault.jpg
"Get DREAM JOB with these NETWORKING TIPS! 💸💡LinkedIn, Referrals, Cold Messaging, Networking Events",1.4K views,9 months ago,/watch?v=zPqMnLhkfp4,https://i.ytimg.com/vi/zPqMnLhkfp4/hqdefault.jpg
RECURSION PRACTICE PROBLEM | Recursive Algorithm | DSA Course | GeeksforGeeks,1.2K views,9 months ago,/watch?v=Hpf6mr-7_5k,https://i.ytimg.com/vi/Hpf6mr-7_5k/hqdefault.jpg
"Best Startup Ideas in College 2024 💸🚀| Earn Better than Placement? 🤑 | Guide, Ideas, Funding etc",1.5K views,10 months ago,/watch?v=G_gowXgOFRA,https://i.ytimg.com/vi/G_gowXgOFRA/hqdefault.jpg
Get 20LPA+ Jobs with these 5 Unique Project Ideas💡| Projects for Internships and Placements,3.6K views,10 months ago,/watch?v=5mw5IzWTFs0,https://i.ytimg.com/vi/5mw5IzWTFs0/hqdefault.jpg
"Hate Coding? Upto 44 LPA Non Tech Jobs in 2024 💸 | Skills, Role and Salary Expected.",2.7K views,10 months ago,/watch?v=DMhSsL3-SLk,https://i.ytimg.com/vi/DMhSsL3-SLk/hqdefault.jpg
Asking Coding Questions to Students Worth 20k Prices 🥳🤑| Kaun Banega Codepati ? 💸,1.3K views,10 months ago,/watch?v=a5C5lCGTIrs,https://i.ytimg.com/vi/a5C5lCGTIrs/hqdefault.jpg
"Data Analyst vs Data Scientist vs Data Engineer | Differences, Skills, Salary & Responsibilities 💸",7.9K views,10 months ago,/watch?v=EHmXVwjtgPs,https://i.ytimg.com/vi/EHmXVwjtgPs/hqdefault.jpg
Top 8 Remote Jobs Websites For Freshers 🚀 |  Earn in Dollars | How to Get Remote Jobs in 2024?,3.1K views,10 months ago,/watch?v=OIsIZ1w7aTU,https://i.ytimg.com/vi/OIsIZ1w7aTU/hqdefault.jpg
5 GENUINE Ways to EARN 40K+ as Student 💸🚀 | Pay Your College Fees | Earn Online ✅,2.3K views,10 months ago,/watch?v=WEm6-g3dCBc,https://i.ytimg.com/vi/WEm6-g3dCBc/hqdefault.jpg
Image Classification using CNN | Machine Learning Projects | GeeksforGeeks,7.4K views,10 months ago,/watch?v=qm56XcRBXWc,https://i.ytimg.com/vi/qm56XcRBXWc/hqdefault.jpg
Does CGPA Matters in Placement? | Low CGPA? Tier 3? Eligibility? | IT Jobs & Companies for Low CGPA,5.6K views,10 months ago,/watch?v=mrap_vC0ZqU,https://i.ytimg.com/vi/mrap_vC0ZqU/hqdefault.jpg
15 LPA+ Fresher JOBS in Java 🚀 | BEST ROADMAP from Scratch | Geeks For Geeks,5.3K views,10 months ago,/watch?v=BWc2DeBaYuQ,https://i.ytimg.com/vi/BWc2DeBaYuQ/hqdefault.jpg
Top 10 Highest Paying Tech Jobs in India 2024 💸🚀 | Geeks For Geeks,2.1K views,10 months ago,/watch?v=tGSmvrS_TJk,https://i.ytimg.com/vi/tGSmvrS_TJk/hqdefault.jpg
Build an Ecommerce Website Like ZARA using React.js | MERN Projects | GeeksforGeeks,28K views,10 months ago,/watch?v=jk2rhtBJ5S4,https://i.ytimg.com/vi/jk2rhtBJ5S4/hqdefault.jpg
How to Start Coding in 2024? 🚀 | Programming Language for Beginners | Geeks for Geeks,5.4K views,10 months ago,/watch?v=dAzVSu5zavU,https://i.ytimg.com/vi/dAzVSu5zavU/hqdefault.jpg
3 Reasons Students QUIT Coding | How to Code Consistently ? | GeeksforGeeks,1.8K views,10 months ago,/watch?v=oM0HOxae8_A,https://i.ytimg.com/vi/oM0HOxae8_A/hqdefault.jpg
Is coding worth it in 2024? 😥 | AI better than coders? | Tech Layoffs & Recession,2.7K views,10 months ago,/watch?v=GD8xHjxnyK8,https://i.ytimg.com/vi/GD8xHjxnyK8/hqdefault.jpg
Build a Food Delivery Website using React.js | MERN Stack Projects | GeeksforGeeks,48K views,10 months ago,/watch?v=bd5DewlahnE,https://i.ytimg.com/vi/bd5DewlahnE/hqdefault.jpg
5 Ways to Prepare for Layoffs in 2024! | AI Tools | Upskilling | Side Hustles,1.6K views,10 months ago,/watch?v=XbG-Z0gxrjs,https://i.ytimg.com/vi/XbG-Z0gxrjs/hqdefault.jpg
"Get Hired From Linkedin in 2024 | Best Linkedin Profile Creation | Skills, Experiences & Networking🚀",3K views,11 months ago,/watch?v=2QbhA2mthy0,https://i.ytimg.com/vi/2QbhA2mthy0/hqdefault.jpg
High-Paying Tech Jobs Using AI | AI Tools for Coders | Geeks for Geeks,2.1K views,11 months ago,/watch?v=PekLwtZVi3k,https://i.ytimg.com/vi/PekLwtZVi3k/hqdefault.jpg
Web Dev vs App Dev in 2024? Which has more Salary ?🤔 | Career Scope & Skills | Geeks for Geeks,2K views,11 months ago,/watch?v=hRTRjWm-2pQ,https://i.ytimg.com/vi/hRTRjWm-2pQ/hqdefault.jpg
Build a Fitness Tracker Website using React JS |MERN Projects |GeeksforGeeks,62K views,11 months ago,/watch?v=HISjHTE2vnM,https://i.ytimg.com/vi/HISjHTE2vnM/hqdefault.jpg
Top 7 High Paying Tech Jobs in 2024 | Skills and Salary Expected | Geeks for Geeks,59K views,11 months ago,/watch?v=BS-y9ieR-mQ,https://i.ytimg.com/vi/BS-y9ieR-mQ/hqdefault.jpg
GATE AIR 21 Shares her secret to become a GATE Topper | GATE Topper Interview | GeeksforGeeks,5.1K views,11 months ago,/watch?v=M5tEUGFpCg0,https://i.ytimg.com/vi/M5tEUGFpCg0/hqdefault.jpg
5 Ways to Become Top 1% Coders in 2024 | Get Jobs in IT | Geeks for Geeks,1.9K views,11 months ago,/watch?v=OrNjShjUdow,https://i.ytimg.com/vi/OrNjShjUdow/hqdefault.jpg
Tips to ace your tech job search | Resume tips by expert from @indeedindiaofficial   | GeeksforGeeks,1.1K views,11 months ago,/watch?v=mh7En1ir_XM,https://i.ytimg.com/vi/mh7En1ir_XM/hqdefault.jpg
Three 90 Challenge Back with Benefits | GeeksforGeeks,58K views,11 months ago,/watch?v=-d-ZuuF8czQ,https://i.ytimg.com/vi/-d-ZuuF8czQ/hqdefault.jpg
7 JAVASCRIPT Concepts Every DEVELOPER Must Know! | GeeksforGeeks,1.1K views,11 months ago,/watch?v=YxRErpzCa7c,https://i.ytimg.com/vi/YxRErpzCa7c/hqdefault.jpg
MOVIE RECOMMENDATION SYSTEM Using Machine Learning | Machine Leaning Projects | GeeksforGeeks,9.4K views,11 months ago,/watch?v=kxT8AursXXw,https://i.ytimg.com/vi/kxT8AursXXw/hqdefault.jpg
MASTERING RECURSION | Recursive Algorithm | DSA Course | GeeksforGeeks,1.8K views,11 months ago,/watch?v=zwGcJ62lZ5g,https://i.ytimg.com/vi/zwGcJ62lZ5g/hqdefault.jpg
Is Software Engineering Dead ? - Meet Devin by Cognition Labs | GeeksforGeeks,1.6K views,11 months ago,/watch?v=i8w_2n1GH44,https://i.ytimg.com/vi/i8w_2n1GH44/hqdefault.jpg
7 BEST AI Tools for Developers in 2024 | GeeksforGeeks,1.8K views,11 months ago,/watch?v=mpIDwAT7m_0,https://i.ytimg.com/vi/mpIDwAT7m_0/hqdefault.jpg
3D PORTFOLIO WEBSITE using React and Three JS | GeeksforGeeks,71K views,11 months ago,/watch?v=udtb67DKyq0,https://i.ytimg.com/vi/udtb67DKyq0/hqdefault.jpg
FAKE NEWS DETECTION Using MACHINE LEARNING | Machine Learning Projects | GeeksforGeeks,26K views,1 year ago,/watch?v=CkiXRQvz4Z4,https://i.ytimg.com/vi/CkiXRQvz4Z4/hqdefault.jpg
HEART DISEASE DETECTION using MACHINE LEARNING | Machine Learning Projects | GeeksforGeeks,5.9K views,1 year ago,/watch?v=F_9gGyCs3YY,https://i.ytimg.com/vi/F_9gGyCs3YY/hqdefault.jpg
WHY LEARN PYTHON in 2024? | Benefits of Learning Python | GeeksforGeeks,1.9K views,1 year ago,/watch?v=AmU9Zi6TNrs,https://i.ytimg.com/vi/AmU9Zi6TNrs/hqdefault.jpg
Doctor Aaye #successsepareshan Rohan ko Dekhne...,395K views,1 year ago,/watch?v=zbBALFXGy4Y,https://i.ytimg.com/vi/zbBALFXGy4Y/hqdefault.jpg
ATS Friendly Resume for Placement in 2024!!! GeeksforGeeks,1.3K views,1 year ago,/watch?v=GF69ZVc1icg,https://i.ytimg.com/vi/GF69ZVc1icg/hqdefault.jpg
React JS Made Easy with ChatGPT | GeeksforGeeks,2.3K views,1 year ago,/watch?v=MSmDIkWEtoc,https://i.ytimg.com/vi/MSmDIkWEtoc/hqdefault.jpg
TREE PRACTICE PROBLEMS | Tree Traversal Algorithms | DSA Course | GeeksforGeeks,3.2K views,1 year ago,/watch?v=0lLmU-VqXzk,https://i.ytimg.com/vi/0lLmU-VqXzk/hqdefault.jpg
GATE CS 2024 ANSWER KEY OUT!! Detailed Paper Discussion - Shift 1 | GeeksforGeeks,1.8K views,1 year ago,/watch?v=9fTvjjI67Rk,https://i.ytimg.com/vi/9fTvjjI67Rk/hqdefault.jpg
GATE DS & AI 2024 Response Sheet Out | GATE DS & AI | Data Science GATE Response key | GeeksforGeeks,1.3K views,1 year ago,/watch?v=iFGoMXC4Cxo,https://i.ytimg.com/vi/iFGoMXC4Cxo/hqdefault.jpg
Kyun Hai Rohan #successsepareshan? | GeeksforGeeks,275K views,1 year ago,/watch?v=v41P3Y5Xol8,https://i.ytimg.com/vi/v41P3Y5Xol8/hqdefault.jpg
TREE DATA STRUCTURES | What is Tree? | DSA Course | GeeksforGeeks,7.4K views,1 year ago,/watch?v=AylOfzYJ2qE,https://i.ytimg.com/vi/AylOfzYJ2qE/hqdefault.jpg
Three 90 Challenge Extended | 100+ Refunds Processed! | GeeksforGeeks,33K views,1 year ago,/watch?v=FVCERWiQSDY,https://i.ytimg.com/vi/FVCERWiQSDY/hqdefault.jpg
TYPESCRIPT vs JAVASCRIPT | Which one to Choose? | GeeksforGeeks,1.5K views,1 year ago,/watch?v=BFf8n2RrKtM,https://i.ytimg.com/vi/BFf8n2RrKtM/hqdefault.jpg
Python's Map Function Explained with Examples | Python Tutorial |  GeeksforGeeks,1K views,1 year ago,/watch?v=L66_EOxzLKI,https://i.ytimg.com/vi/L66_EOxzLKI/hqdefault.jpg
Build your own AI image Generation App using MERN | MERN Stack Project | GeeksforGeeks,117K views,1 year ago,/watch?v=stcihX2eavw,https://i.ytimg.com/vi/stcihX2eavw/hqdefault.jpg
Strategies To Find A Job FAST! | Job Hunt Tips | How People Get Good Jobs | GeeksforGeeks,911 views,1 year ago,/watch?v=rFXVb2-Rj5k,https://i.ytimg.com/vi/rFXVb2-Rj5k/hqdefault.jpg
Make your Resume Strong with these DSA Projects | Best DSA Projects for your Resume | GeeksforGeeks,33K views,1 year ago,/watch?v=NjUteXHoOXk,https://i.ytimg.com/vi/NjUteXHoOXk/hqdefault.jpg
Top TECH TRENDS & CAREERS in 2024!!! GeeksforGeeks,854 views,1 year ago,/watch?v=FAluaVzy4VM,https://i.ytimg.com/vi/FAluaVzy4VM/hqdefault.jpg
GeeksforGeeks Bloopers!! The Making of Quality Content,938 views,1 year ago,/watch?v=zakV-wfdPYM,https://i.ytimg.com/vi/zakV-wfdPYM/hqdefault.jpg
APTITUDE & REASONING | GATE 2024 Ultimate Revision | PYQ and Sample Questions GATE,1.8K views,1 year ago,/watch?v=CaAjf_RE9ew,https://i.ytimg.com/vi/CaAjf_RE9ew/hqdefault.jpg
Meet The Youngest CTO Of India- Shivansh Saxena | GeeksforGeeks,3.9K views,1 year ago,/watch?v=5YlR3yZV9bE,https://i.ytimg.com/vi/5YlR3yZV9bE/hqdefault.jpg
Top 3 Things College Students FEAR!!,115K views,1 year ago,/watch?v=mOkFtGLA9q8,https://i.ytimg.com/vi/mOkFtGLA9q8/hqdefault.jpg
DATA SCIENCE PROJECTS Made Easy with COLAB AI | Generative AI | GeeksforGeeks,3K views,1 year ago,/watch?v=Gt5ZkoFrgyE,https://i.ytimg.com/vi/Gt5ZkoFrgyE/hqdefault.jpg
Top VS Code Extensions for Web Developer in 2024!! GeeksforGeeks,2.5K views,1 year ago,/watch?v=l-LJucxS8Mc,https://i.ytimg.com/vi/l-LJucxS8Mc/hqdefault.jpg
LINKED LIST PRACTICE QUESTIONS | Operations on Linked List | DSA Problems | GeeksforGeeks,4.7K views,1 year ago,/watch?v=TnV34Lfdk7k,https://i.ytimg.com/vi/TnV34Lfdk7k/hqdefault.jpg
Three 90 Challenge - Q&A with Sandeep Jain Sir | GeeksforGeeks #commitwithgfg,6.7K views,1 year ago,/watch?v=KyUbJ4aoIgQ,https://i.ytimg.com/vi/KyUbJ4aoIgQ/hqdefault.jpg
"Secrets to CONSISTENCY, COMMITMENT, and CAREER SUCCESS! #commitwithgfg",2.8K views,1 year ago,/watch?v=6jhkJoOnMCc,https://i.ytimg.com/vi/6jhkJoOnMCc/hqdefault.jpg
2024 Will be the YEAR for CODERS!! #commitwithgfg,1.4K views,1 year ago,/watch?v=Nozck3wIMCo,https://i.ytimg.com/vi/Nozck3wIMCo/hqdefault.jpg
WHAT IS LINKED LIST? | Linked List Data Structures | DSA Course | GeeksforGeeks,13K views,1 year ago,/watch?v=MCG7S2fGUeU,https://i.ytimg.com/vi/MCG7S2fGUeU/hqdefault.jpg
10 Best PROGRAMMING LANGUAGES to Learn in 2024 | GeeksforGeeks,3.6K views,1 year ago,/watch?v=ehXa1Hxxu3Y,https://i.ytimg.com/vi/ehXa1Hxxu3Y/hqdefault.jpg
5 BEST GITHUB REPOSITORIES Every DEVELOPER Must Know! | GeeksforGeeks,3.2K views,1 year ago,/watch?v=xvUopUeVS0U,https://i.ytimg.com/vi/xvUopUeVS0U/hqdefault.jpg
Ready to #commitwithgfg ?,27K views,1 year ago,/watch?v=lbveOrbHgto,https://i.ytimg.com/vi/lbveOrbHgto/hqdefault.jpg
How to Use GOOGLE COLAB | Google Colab Tutorials for Beginners | GeeksforGeeks,6.1K views,1 year ago,/watch?v=TqqkZLHoY0o,https://i.ytimg.com/vi/TqqkZLHoY0o/hqdefault.jpg
Journey from an SDE at PAYTM to MICROSOFT | Software Developer Experience | GeeksforGeeks,2K views,1 year ago,/watch?v=0mRyTDhxe_s,https://i.ytimg.com/vi/0mRyTDhxe_s/hqdefault.jpg
What is DEVOPS and DEPLOYMENT? | Importance and Role of DevOps in Web Development | GeeksforGeeks,1K views,1 year ago,/watch?v=NoxexEfck3g,https://i.ytimg.com/vi/NoxexEfck3g/hqdefault.jpg
GeeksforGeeks In a Review 2023 | GfG Rewind 2023,2.3K views,1 year ago,/watch?v=q_kEa8oBo2A,https://i.ytimg.com/vi/q_kEa8oBo2A/hqdefault.jpg
How to Implement PICTURE IN PICTURE (PIP) MODE in Flutter Apps | Flutter Projects | GeeksforGeeks,2.8K views,1 year ago,/watch?v=eBEdJCsqusI,https://i.ytimg.com/vi/eBEdJCsqusI/hqdefault.jpg
How to Integrate RAZORPAY PAYMENT GATEWAY in your Flutter App | Flutter Projects | GeeksforGeeks,17K views,1 year ago,/watch?v=1XFGgHunNrk,https://i.ytimg.com/vi/1XFGgHunNrk/hqdefault.jpg
Career in DATA ANALYTICS | Insights from a DATA ANALYST at AMERICAN EXPRESS | GeeksforGeeks,6.1K views,1 year ago,/watch?v=1zHWzyI7TC0,https://i.ytimg.com/vi/1zHWzyI7TC0/hqdefault.jpg
All About WEB SECURITY | Web Security for Full Stack Developers | GeeksforGeeks,1.2K views,1 year ago,/watch?v=578Pzg7tVF4,https://i.ytimg.com/vi/578Pzg7tVF4/hqdefault.jpg
What is VERSION CONTROL and GIT? Web Development Explained | GeeksforGeeks,9.2K views,1 year ago,/watch?v=jxbGBOo4GDs,https://i.ytimg.com/vi/jxbGBOo4GDs/hqdefault.jpg
Build Your Own GUI CALENDAR with Tkinter in Python | Python Projects | GeeksforGeeks,3.7K views,1 year ago,/watch?v=W2S8NnlJtgk,https://i.ytimg.com/vi/W2S8NnlJtgk/hqdefault.jpg
Implementing Simple and Custom ALERT DIALOG BOX in Flutter Apps | Flutter Projects | GeeksforGeeks,2.4K views,1 year ago,/watch?v=b6iw6dLQ7AU,https://i.ytimg.com/vi/b6iw6dLQ7AU/hqdefault.jpg
How to EXTRACT AUDIO from VIDEO using Python | Python Projects | GeeksforGeeks,5.8K views,1 year ago,/watch?v=SrPi0FrmGiE,https://i.ytimg.com/vi/SrPi0FrmGiE/hqdefault.jpg
How to Create LANGUAGE TRANSLATOR Application in Flutter | Flutter Projects | GeeksforGeeks,12K views,1 year ago,/watch?v=CeupjFXlFiQ,https://i.ytimg.com/vi/CeupjFXlFiQ/hqdefault.jpg
🍷 WINE QUALITY PREDICTION using RANDOM FOREST Algorithm | Machine Learning Projects | GeeksforGeeks,3.6K views,1 year ago,/watch?v=MyllYgc-kh8,https://i.ytimg.com/vi/MyllYgc-kh8/hqdefault.jpg
Create a QR CODE SCANNER and GENERATOR Application using Flutter | Flutter Projects | GeeksforGeeks,49K views,1 year ago,/watch?v=hm5JfFhiXL8,https://i.ytimg.com/vi/hm5JfFhiXL8/hqdefault.jpg
Create AI DESKTOP VIRTUAL ASSISTANT using Python and Tkinter | Python Projects | GeeksforGeeks,25K views,1 year ago,/watch?v=tZl1_AcC7Dw,https://i.ytimg.com/vi/tZl1_AcC7Dw/hqdefault.jpg
Graph Practice Problems | Graph Data Structure | DSA Course | GeeksforGeeks,10K views,1 year ago,/watch?v=pCmsQVHYXK0,https://i.ytimg.com/vi/pCmsQVHYXK0/hqdefault.jpg
Face Detection using Python and OpenCV with webcam | Python Projects | GeeksforGeeks,16K views,1 year ago,/watch?v=129exLkKeks,https://i.ytimg.com/vi/129exLkKeks/hqdefault.jpg
Plagiarism Detection using Python | Python Projects | GeeksforGeeks,10K views,1 year ago,/watch?v=QFQItyHsxZY,https://i.ytimg.com/vi/QFQItyHsxZY/hqdefault.jpg
Weapon Detection Using Python-OpenCV | Python Projects | GeeksforGeeks,38K views,1 year ago,/watch?v=xlcNMlyN34g,https://i.ytimg.com/vi/xlcNMlyN34g/hqdefault.jpg
TITANIC SURVIVAL PREDICTION using TensorFlow | Machine Learning Projects | GeeksforGeeks,3.5K views,1 year ago,/watch?v=cRYSIR6LaNQ,https://i.ytimg.com/vi/cRYSIR6LaNQ/hqdefault.jpg
What is BACKEND DEVELOPMENT? | Explained in 60 seconds | Full Stack Concepts | GeeksforGeeks,2.3K views,1 year ago,/watch?v=C2u6_wOYlPc,https://i.ytimg.com/vi/C2u6_wOYlPc/hqdefault.jpg
STOCK PRICE PREDICTION using Machine Learning📈 | Machine Learning Projects | GeeksforGeeks,49K views,1 year ago,/watch?v=tn07dCSFOfQ,https://i.ytimg.com/vi/tn07dCSFOfQ/hqdefault.jpg
What is FRONTEND DEVELOPMENT? | Explained in 60 seconds | Full Stack Concepts | GeeksforGeeks,2.1K views,1 year ago,/watch?v=IiM10iV_Zug,https://i.ytimg.com/vi/IiM10iV_Zug/hqdefault.jpg
